unitNo,timeStamp,event,destination,long,lang,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,speed,un
465236,16/03/2016 07:59,STOP,Plumstead,51.489706,0.083035,0,0,0,0,0,1,0,0,1,0,0,NULL
465236,16/03/2016 08:00,START,Plumstead,51.489726,0.083139,1,1,0,0,0,0,1,0,0,0,0.05,NULL
465236,16/03/2016 08:02,STOP,Abbey Wood,51.491021,0.118562,0,0,0,0,0,1,0,0,1,0,0,NULL
465236,16/03/2016 08:03,START,Abbey Wood,51.491013,0.118619,1,1,1,0,0,0,1,0,0,0,0.7,NULL
465236,16/03/2016 08:05,STOP,Belvedere,51.492201,0.152058,0,0,0,0,0,1,0,0,1,0,-0.02,NULL
465236,16/03/2016 08:05,START,Belvedere,51.492201,0.152121,1,1,1,0,0,0,1,0,0,0,1.72,NULL
465236,16/03/2016 08:08,STOP,Erith,51.481936,0.174763,0,0,0,0,0,1,0,0,1,0,-0.05,NULL
465236,16/03/2016 08:08,START,Erith,51.481905,0.17482,1,1,1,0,0,0,1,0,0,0,0.02,NULL
465236,16/03/2016 08:11,STOP,Slade Green,51.468762,0.189366,0,0,0,0,0,1,0,1,1,0,-0.02,NULL
465236,16/03/2016 08:13,START,Slade Green,51.468719,0.189443,1,1,1,0,0,0,1,0,0,0,0.68,NULL
465236,16/03/2016 08:22,STOP,Barnehurst,51.464907,0.161558,0,0,0,0,0,1,0,0,1,0,-0.02,NULL
465236,16/03/2016 08:23,START,Barnehurst,51.464913,0.161476,1,1,1,0,0,0,1,0,0,0,0.7,NULL
465236,16/03/2016 08:26,STOP,Bexleyheath,51.463505,0.13444,0,0,0,0,0,1,0,0,1,0,-0.02,NULL
465236,16/03/2016 08:26,START,Bexleyheath,51.463478,0.134309,1,1,1,0,0,0,1,0,0,0,0.02,NULL
465236,16/03/2016 08:29,STOP,Welling,51.464904,0.103336,0,0,0,0,0,1,0,0,1,0,-0.02,NULL
465236,16/03/2016 08:29,START,Welling,51.46488,0.10325,1,1,1,0,0,0,1,0,0,0,0.75,NULL
465236,16/03/2016 08:31,STOP,Falconwood,51.459485,0.081307,0,0,0,0,0,1,0,0,1,0,-0.02,NULL
465236,16/03/2016 08:32,START,Falconwood,51.4595,0.081257,1,1,1,0,0,0,1,0,0,0,1.09,NULL
465236,16/03/2016 08:34,STOP,Eltham,51.455762,0.053749,0,0,0,0,0,1,0,0,1,0,-0.02,NULL
465236,16/03/2016 08:35,START,Eltham,51.455751,0.053708,1,1,1,0,0,0,1,0,0,0,0.46,NULL
465236,16/03/2016 08:37,STOP,Kidbrooke,51.461539,0.029176,0,0,0,0,0,1,0,0,1,0,-0.02,NULL
465236,16/03/2016 08:38,START,Kidbrooke,51.461592,0.029093,1,1,0,0,0,0,1,0,0,0,0.02,NULL
465236,16/03/2016 08:40,STOP,Blackheath,51.465791,0.008369,0,0,0,0,0,1,0,0,1,0,-0.02,NULL
465236,16/03/2016 08:42,START,Blackheath,51.465852,0.008329,1,1,1,0,0,0,1,0,0,0,0.02,NULL
465236,16/03/2016 08:44,STOP,Lewisham,51.465394,-0.011986,0,0,0,0,0,1,0,1,1,0,-0.02,NULL
465236,16/03/2016 08:48,START,Lewisham,51.465378,-0.012257,1,1,1,0,0,0,1,0,0,0,0.05,NULL
465236,16/03/2016 08:53,STOP,Nunhead,51.466723,-0.051767,0,0,0,0,1,0,0,1,1,0,-0.05,NULL
465236,16/03/2016 08:54,START,Nunhead,51.466734,-0.051801,1,0,0,0,0,0,1,0,0,0,0.02,NULL
465236,16/03/2016 08:55,STOP,Peckham Rye,51.470273,-0.068946,0,0,0,0,0,1,0,0,1,0,-0.02,NULL
465236,16/03/2016 08:56,START,Peckham Rye,51.470269,-0.068994,1,1,1,0,0,0,1,0,0,0,0.02,NULL
465236,16/03/2016 08:58,STOP,Denmark Hill,51.468458,-0.088127,0,0,0,0,0,1,0,0,1,0,-0.07,NULL
465236,16/03/2016 08:59,START,Denmark Hill,51.468442,-0.088097,1,1,1,0,0,0,1,0,0,0,1.06,NULL
465236,16/03/2016 09:06,STOP,Victoria Sidings,51.488147,-0.148069,0,0,0,0,0,0,1,1,0,0,0.73,NULL
465236,16/03/2016 09:12,START,Victoria Sidings,51.488193,-0.148055,1,1,1,0,0,0,1,0,0,0,0.02,NULL
465236,16/03/2016 09:14,STOP,London Victoria,51.493365,-0.145194,0,0,0,0,1,0,0,1,1,0,-0.02,NULL
465236,16/03/2016 09:29,START,London Victoria,51.493238,-0.145136,1,1,0,0,0,0,1,0,0,1,0.02,NULL
465236,16/03/2016 09:34,STOP,Victoria Sidings,51.486144,-0.146763,0,0,0,0,0,0,1,1,0,1,0.7,NULL
465236,16/03/2016 17:28,START,Victoria Sidings,51.485983,-0.146471,1,1,0,0,0,0,1,0,0,0,0.68,NULL
465236,16/03/2016 17:29,STOP,Victoria Sidings,51.486691,-0.146849,0,0,0,0,0,0,1,1,1,0,-0.05,NULL
465236,16/03/2016 17:36,START,Victoria Sidings,51.486676,-0.147404,1,1,1,0,0,0,1,0,0,0,1.43,NULL
465236,16/03/2016 17:40,STOP,London Victoria,51.493564,-0.14491,0,0,0,0,0,1,0,1,1,0,0.02,NULL
465236,16/03/2016 17:56,START,London Victoria,51.493632,-0.143833,1,1,1,0,0,0,1,0,0,1,1.06,NULL
465236,16/03/2016 18:05,STOP,Denmark Hill,51.468424,-0.088296,0,0,0,0,1,0,0,1,0,1,-0.07,NULL
465236,16/03/2016 18:06,START,Denmark Hill,51.468408,-0.088242,1,1,1,1,0,0,1,0,0,1,1.06,NULL
465236,16/03/2016 18:08,STOP,Peckham Rye,51.470275,-0.069182,0,0,0,0,1,0,0,1,0,1,-0.07,NULL
465236,16/03/2016 18:10,START,Peckham Rye,51.470282,-0.069184,1,1,1,1,0,0,1,0,0,1,1.06,NULL
465236,16/03/2016 18:12,STOP,Nunhead,51.466866,-0.052101,0,0,0,0,0,1,0,1,1,1,-0.02,NULL
465236,16/03/2016 18:12,START,Nunhead,51.466831,-0.052059,1,1,1,1,0,0,1,0,0,1,0.65,NULL
465236,16/03/2016 18:18,STOP,Lewisham,51.465311,-0.011039,0,0,0,0,1,0,0,1,0,1,0.02,NULL
465236,16/03/2016 18:19,START,Lewisham,51.465335,-0.011011,1,1,1,1,0,0,1,0,0,1,0.02,NULL
465236,16/03/2016 18:21,STOP,Blackheath,51.465753,0.008381,0,0,0,0,1,0,0,1,1,1,-0.07,NULL
465236,16/03/2016 18:24,START,Blackheath,51.465751,0.008487,1,1,1,1,0,0,1,0,0,1,1.06,NULL
465236,16/03/2016 18:27,STOP,Kidbrooke,51.461586,0.029103,0,0,0,0,1,0,0,1,0,1,-0.02,NULL
465236,16/03/2016 18:28,START,Kidbrooke,51.461585,0.029102,1,1,1,1,0,0,1,0,0,1,0.05,NULL
465236,16/03/2016 18:31,STOP,Eltham,51.455788,0.054143,0,0,0,0,1,0,0,1,0,1,-0.02,NULL
465236,16/03/2016 18:31,START,Eltham,51.455785,0.054209,1,1,1,1,0,0,1,0,0,1,0.29,NULL
465236,16/03/2016 18:33,STOP,Falconwood,51.459335,0.080522,0,0,0,0,1,0,0,1,0,1,-0.02,NULL
465236,16/03/2016 18:34,START,Falconwood,51.459348,0.080589,1,1,1,1,0,0,1,0,0,1,0.31,NULL
465236,16/03/2016 18:36,STOP,Welling,51.464884,0.102948,0,0,0,0,1,0,0,1,0,1,0,NULL
465236,16/03/2016 18:37,START,Welling,51.46492,0.103006,1,1,1,1,0,0,1,0,0,1,0.68,NULL
465236,16/03/2016 18:39,STOP,Bexleyheath,51.463511,0.134808,0,0,0,0,1,0,0,1,0,1,0,NULL
465236,16/03/2016 18:40,START,Bexleyheath,51.463506,0.13487,1,1,1,1,0,0,1,0,0,1,1.06,NULL
465236,16/03/2016 18:43,STOP,Barnehurst,51.464958,0.161315,0,0,0,0,1,0,0,1,0,1,-0.02,NULL
465236,16/03/2016 18:43,START,Barnehurst,51.46496,0.161386,1,1,1,1,0,0,1,0,0,1,0.31,NULL
465236,16/03/2016 18:52,STOP,Dartford,51.447185,0.22106,0,0,0,0,0,1,0,1,1,1,-0.02,NULL
465236,16/03/2016 19:08,START,Dartford,51.447199,0.221114,1,1,1,0,0,0,1,0,0,0,1.04,NULL
465236,16/03/2016 19:14,STOP,Barnehurst,51.464929,0.161552,0,0,0,0,0,1,0,1,0,0,-0.05,NULL
465236,16/03/2016 19:15,START,Barnehurst,51.464925,0.161491,1,1,1,1,0,0,1,0,0,0,0.39,NULL
465236,16/03/2016 19:18,STOP,Bexleyheath,51.463552,0.134496,0,0,0,0,0,1,0,1,0,0,-0.05,NULL
465236,16/03/2016 19:18,START,Bexleyheath,51.463489,0.134366,1,1,1,1,0,0,1,0,0,0,1.06,NULL
465236,16/03/2016 19:21,STOP,Welling,51.464932,0.103363,0,0,0,0,0,1,0,1,0,0,-0.02,NULL
465236,16/03/2016 19:21,START,Welling,51.464918,0.103271,1,1,1,1,0,0,1,0,0,0,0.73,NULL
465236,16/03/2016 19:23,STOP,Falconwood,51.45951,0.081337,0,0,0,0,0,1,0,1,0,0,-0.02,NULL
465236,16/03/2016 19:24,START,Falconwood,51.459488,0.081282,1,1,1,1,0,0,1,0,0,0,1.04,NULL
465236,16/03/2016 19:26,STOP,Eltham,51.455764,0.053756,0,0,0,0,0,1,0,1,0,0,-0.02,NULL
465236,16/03/2016 19:27,START,Eltham,51.455749,0.053711,1,1,1,1,0,0,1,0,0,0,1.06,NULL
465236,16/03/2016 19:29,STOP,Kidbrooke,51.461535,0.029185,0,0,0,0,0,1,0,1,0,0,-0.02,NULL
465236,16/03/2016 19:30,START,Kidbrooke,51.461615,0.029118,1,1,1,1,0,0,1,0,0,0,1.09,NULL
465236,16/03/2016 19:33,STOP,Blackheath,51.465804,0.008339,0,0,0,0,0,1,0,1,0,0,-0.02,NULL
465236,16/03/2016 19:33,START,Blackheath,51.465805,0.008344,1,1,1,1,0,0,1,0,0,0,1.09,NULL
465236,16/03/2016 19:36,STOP,Lewisham,51.4654,-0.011985,0,0,0,0,0,1,0,1,1,0,0.02,NULL
465236,16/03/2016 19:37,START,Lewisham,51.465323,-0.012145,1,1,1,1,0,0,1,0,0,0,0.05,NULL
465236,16/03/2016 19:43,STOP,Nunhead,51.466726,-0.051772,0,0,0,0,1,0,0,1,1,0,-0.02,NULL
465236,16/03/2016 19:43,START,Nunhead,51.46673,-0.051807,1,1,1,1,0,0,1,0,0,0,1.04,NULL
465236,16/03/2016 19:45,STOP,Peckham Rye,51.470282,-0.068969,0,0,0,0,0,1,0,1,0,0,-0.02,NULL
465236,16/03/2016 19:46,START,Peckham Rye,51.470276,-0.068979,1,1,1,1,0,0,1,0,0,0,0.36,NULL
465236,16/03/2016 19:48,STOP,Denmark Hill,51.468469,-0.088102,0,0,0,0,0,1,0,1,0,0,0.05,NULL
465236,16/03/2016 19:49,START,Denmark Hill,51.468402,-0.088152,1,1,1,1,0,0,1,0,0,0,0.68,NULL
465236,16/03/2016 19:58,STOP,London Victoria,51.493357,-0.145136,0,0,0,0,0,1,0,1,1,0,-0.05,NULL
465236,16/03/2016 20:08,START,London Victoria,51.493483,-0.144863,1,1,1,0,0,0,1,0,0,1,0.65,NULL
465236,16/03/2016 20:19,STOP,Denmark Hill,51.468453,-0.088309,0,0,0,0,1,0,0,1,0,1,-0.02,NULL
465236,16/03/2016 20:20,START,Denmark Hill,51.468424,-0.088265,1,1,1,1,0,0,1,0,0,1,1.04,NULL
465236,16/03/2016 20:22,STOP,Peckham Rye,51.470288,-0.069188,0,0,0,0,1,0,0,1,0,1,-0.05,NULL
465236,16/03/2016 20:23,START,Peckham Rye,51.470313,-0.069163,1,1,1,1,0,0,1,0,0,1,1.04,NULL
465236,16/03/2016 20:25,STOP,Nunhead,51.466865,-0.052097,0,0,0,0,0,1,0,1,1,1,-0.05,NULL
465236,16/03/2016 20:26,START,Nunhead,51.466845,-0.052054,1,1,1,1,0,0,1,0,0,1,0.31,NULL
465236,16/03/2016 20:32,STOP,Lewisham,51.465305,-0.011058,0,0,0,0,1,0,0,1,0,1,-0.02,NULL
465236,16/03/2016 20:33,START,Lewisham,51.465274,-0.011041,1,1,1,1,0,0,1,0,0,1,0.02,NULL
465236,16/03/2016 20:35,STOP,Blackheath,51.465775,0.008372,0,0,0,0,1,0,0,1,0,1,-0.02,NULL
465236,16/03/2016 20:36,START,Blackheath,51.465772,0.008442,1,1,1,1,0,0,1,0,0,1,0.58,NULL
465236,16/03/2016 20:38,STOP,Kidbrooke,51.461606,0.029126,0,0,0,0,1,0,0,1,0,1,-0.02,NULL
465236,16/03/2016 20:39,START,Kidbrooke,51.461573,0.029184,1,1,1,1,0,0,1,0,0,1,0.7,NULL
465236,16/03/2016 20:42,STOP,Eltham,51.455845,0.054121,0,0,0,0,1,0,0,1,0,1,0.02,NULL
465236,16/03/2016 20:42,START,Eltham,51.455847,0.054194,1,1,1,1,0,0,1,0,0,1,0.39,NULL
465236,16/03/2016 20:45,STOP,Falconwood,51.459381,0.080452,0,0,0,0,1,0,0,1,0,1,-0.02,NULL
465236,16/03/2016 20:45,START,Falconwood,51.459383,0.08054,1,1,1,1,0,0,1,0,0,1,1.43,NULL
465236,16/03/2016 20:47,STOP,Welling,51.464919,0.102955,0,0,0,0,1,0,0,1,0,1,0.1,NULL
465236,16/03/2016 20:48,START,Welling,51.464945,0.103022,1,1,1,1,0,0,1,0,0,1,0.8,NULL
465236,16/03/2016 20:50,STOP,Bexleyheath,51.463555,0.13477,0,0,0,0,1,0,0,1,0,1,-0.07,NULL
465236,16/03/2016 20:51,START,Bexleyheath,51.463547,0.134885,1,1,1,1,0,0,1,0,0,1,1.45,NULL
465236,16/03/2016 20:54,STOP,Barnehurst,51.464963,0.161342,0,0,0,0,1,0,0,1,0,1,-0.02,NULL
465236,16/03/2016 20:54,START,Barnehurst,51.464961,0.161393,1,1,1,1,0,0,1,0,0,1,1.06,NULL
465236,16/03/2016 21:01,STOP,Dartford,51.447325,0.219993,0,0,0,0,1,0,0,1,1,1,-0.02,NULL
465236,16/03/2016 21:08,START,Dartford,51.44731,0.22008,1,0,0,0,0,0,1,0,0,0,0.7,NULL
465236,16/03/2016 21:17,STOP,Barnehurst,51.464919,0.161581,0,0,0,0,0,1,0,0,1,0,-0.05,NULL
465236,16/03/2016 21:17,START,Barnehurst,51.464912,0.161548,1,1,1,1,0,0,1,0,0,0,0.36,NULL
465236,16/03/2016 21:20,STOP,Bexleyheath,51.463551,0.134414,0,0,0,0,0,1,0,1,0,0,-0.02,NULL
465236,16/03/2016 21:20,START,Bexleyheath,51.463537,0.134367,1,1,1,1,0,0,1,0,0,0,0.02,NULL
465236,16/03/2016 21:22,STOP,Welling,51.464942,0.103321,0,0,0,0,0,1,0,0,1,0,-0.05,NULL
465236,16/03/2016 21:23,START,Welling,51.464938,0.103273,1,1,1,1,0,0,1,0,0,0,1.06,NULL
465236,16/03/2016 21:25,STOP,Falconwood,51.459523,0.081307,0,0,0,0,0,1,0,0,1,0,0,NULL
465236,16/03/2016 21:25,START,Falconwood,51.459511,0.08128,1,1,1,1,0,0,1,0,0,0,0.02,NULL
465236,16/03/2016 21:27,STOP,Eltham,51.455788,0.053753,0,0,0,0,0,1,0,0,1,0,-0.02,NULL
465236,16/03/2016 21:28,START,Eltham,51.455769,0.053733,1,1,1,1,0,0,1,0,0,0,0.7,NULL
465236,16/03/2016 21:30,STOP,Kidbrooke,51.461542,0.029141,0,0,0,0,0,1,0,0,1,0,-0.02,NULL
465236,16/03/2016 21:30,START,Kidbrooke,51.461602,0.029079,1,1,1,1,0,0,1,0,0,0,0.63,NULL
465236,16/03/2016 21:34,STOP,Blackheath,51.465866,0.008361,0,0,0,0,0,1,0,0,1,0,-0.02,NULL
465236,16/03/2016 21:34,START,Blackheath,51.465833,0.008316,1,1,1,0,0,0,1,0,0,0,0.1,NULL
465236,16/03/2016 21:37,STOP,Lewisham,51.465374,-0.011958,0,0,0,0,0,1,0,1,1,0,-0.02,NULL
465236,16/03/2016 21:39,START,Lewisham,51.465309,-0.012016,1,1,1,0,0,0,1,0,0,0,0.7,NULL
465236,16/03/2016 21:44,STOP,Nunhead,51.466739,-0.051782,0,0,0,0,1,0,0,1,1,0,-0.05,NULL
465236,16/03/2016 21:44,START,Nunhead,51.466725,-0.051826,1,1,1,1,0,0,1,0,0,0,0.65,NULL
465236,16/03/2016 21:46,STOP,Peckham Rye,51.470274,-0.068951,0,0,0,0,0,1,0,0,1,0,0.02,NULL
465236,16/03/2016 21:47,START,Peckham Rye,51.470298,-0.06897,1,1,1,1,0,0,1,0,0,0,0.36,NULL
465236,16/03/2016 21:49,STOP,Denmark Hill,51.468497,-0.08812,0,0,0,0,0,1,0,0,1,0,-0.02,NULL
465236,16/03/2016 21:50,START,Denmark Hill,51.468572,-0.088217,1,1,1,1,0,0,1,0,0,0,1.02,NULL
465236,16/03/2016 21:59,STOP,London Victoria,51.493738,-0.144995,0,0,0,0,0,0,0,1,1,0,0,NULL
465236,16/03/2016 22:09,START,London Victoria,51.494009,-0.144196,1,1,1,0,0,0,1,0,0,1,0.27,NULL
465236,16/03/2016 22:18,STOP,Denmark Hill,51.468432,-0.088334,0,0,0,0,1,0,0,1,0,1,-0.05,NULL
465236,16/03/2016 22:18,START,Denmark Hill,51.468476,-0.088339,1,1,1,1,0,0,1,0,0,1,0.31,NULL
465236,16/03/2016 22:20,STOP,Peckham Rye,51.470288,-0.069223,0,0,0,0,1,0,0,0,1,1,-0.02,NULL
465236,16/03/2016 22:21,START,Peckham Rye,51.470285,-0.069191,1,1,1,1,0,0,1,0,0,1,0.7,NULL
465236,16/03/2016 22:23,STOP,Nunhead,51.466901,-0.052077,0,0,0,0,0,1,0,1,1,1,-0.05,NULL
465236,16/03/2016 22:24,START,Nunhead,51.466874,-0.05205,1,1,1,1,0,0,1,0,0,1,0.41,NULL
